,total_cup_points,species,variety,country_of_origin,processing_method,harvest_year,aroma,flavor,aftertaste,acidity,body,balance,uniformity,clean_cup,sweetness,moisture,altitude_mean_meters,cupper_points,color,country_code
820,81.92,Arabica,Catuai,Guatemala,Washed / Wet,2015,7.58,7.58,7.17,7.83,7.17,7.33,10,10,10,0.11,1550,7.25,Green,320
822,81.92,Arabica,Caturra,Nicaragua,Washed / Wet,2013,7.58,7.42,7.25,7.17,7.5,7.67,10,10,10,0.12,1200,7.33,Green,558
823,81.92,Arabica,Others,Zambia,Washed / Wet,2014,7.67,7.08,7.42,7.33,7.75,7.42,10,10,10,0,1250,7.25,Green,894
824,81.92,Arabica,Caturra,Honduras,Washed / Wet,2012,7.42,7.33,7.33,7.58,7.33,7.5,10,10,10,0.11,1200,7.42,Green,340
826,81.92,Arabica,Bourbon,Mexico,Washed / Wet,2013,7.58,7.5,7.25,7.58,7.5,7.25,10,10,10,0.12,1300,7.25,Green,484
827,81.92,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.5,7.5,7.25,7.25,7.5,7.5,10,10,10,0.13,981,7.42,Green,484
828,81.92,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.5,7.33,7.33,10,10,10,0.14,690,7.58,Green,484
829,81.92,Arabica,Other,Mexico,Washed / Wet,2012,7.33,7.58,7.17,7.58,7.42,7.33,10,10,10,0.12,1650,7.5,Green,484
830,81.92,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.42,7.33,7.83,7.5,7.5,9.33,10,10,0.12,1000,7.33,Green,484
831,81.92,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.58,7.25,7.5,7.33,7.5,10,10,10,0.12,1100,7.33,Green,76
832,81.92,Arabica,Caturra,Colombia,Washed / Wet,2010,7.67,7.33,7.33,7.58,7.33,7.33,10,10,10,0.09,1600,7.33,Green,170
833,81.83,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.5,7.25,7.5,7.33,7.42,10,10,10,0.1,157.8864,7.42,Green,320
834,81.83,Arabica,Catuai,Costa Rica,Pulped natural / honey,2016,7.25,7.33,7.5,7.33,7.67,7.42,10,10,10,0,1900,7.33,Green,188
835,81.83,Arabica,Mundo Novo,Brazil,Natural / Dry,2016,7.42,7.5,7.42,7.5,7.42,7.25,10,10,10,0.11,973,7.33,Green,76
836,81.83,Arabica,Other,Indonesia,Other,2015,7.75,7.83,7.58,7.75,7.92,7.83,10,10,10,0.11,1250,5.17,Green,360
837,81.83,Arabica,Bourbon,Guatemala,Washed / Wet,2015,7.58,7.5,7.33,7.42,7.58,7.25,10,10,10,0.1,3280,7.17,Green,320
838,81.83,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.58,6.83,7.5,7.75,7.25,10,10,10,0,1,7.75,Green,76
839,81.83,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.58,7,6.92,6.92,7.67,7.5,10,10,10,0,1,8.25,Green,76
840,81.83,Arabica,Catuai,Myanmar,Washed / Wet,2015,7.33,7.58,7.5,7.42,7.33,7.33,10,10,10,0,4001,7.33,Green,104
841,81.83,Arabica,Catuai,Mexico,Washed / Wet,2015,7.58,7.5,7.33,7.5,7.17,7.33,10,10,10,0.11,1425,7.42,Green,484
842,81.83,Arabica,Catuai,Honduras,Washed / Wet,2015,7.5,7.5,7.33,7.5,7.42,7.25,10,10,10,0.12,1400,7.33,Green,340
843,81.83,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.67,7.5,7.5,7.25,7.08,7.42,10,10,10,0.09,1300,7.42,Green,188
845,81.83,Arabica,Typica,Indonesia,Other,2014,7.42,7.42,7.42,7.33,7.42,7.42,10,10,10,0.11,1300,7.42,Green,360
846,81.83,Arabica,Others,Malawi,Washed / Wet,2014,7.58,7.42,7.33,7.33,7.33,7.42,10,10,10,0.13,1556,7.42,Green,454
847,81.83,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.33,7.58,7.25,7.17,7.83,7.33,10,10,10,0.11,1100,7.33,Green,76
848,81.83,Arabica,Caturra,Honduras,Natural / Dry,2014,7.5,7.5,7.33,7.33,7.33,7.33,10,10,10,0.1,1350,7.5,Green,340
849,81.83,Arabica,Typica,Mexico,Washed / Wet,2014,7.42,7.42,7.25,7.5,7.33,7.42,10,10,10,0.11,1550,7.5,Green,484
850,81.83,Arabica,Caturra,Colombia,Washed / Wet,2013,7.5,7.5,7,7.42,7.5,7.58,10,10,10,0,1775,7.33,Bluish-Green,170
852,81.83,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.75,7.75,7.5,7.42,7.83,7.75,9.33,9.33,9.33,0.12,1250,7.83,Bluish-Green,76
853,81.83,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.83,7.67,7.33,7.33,7.67,7.83,9.33,10,9.33,0.11,1310.64,7.5,Green,320
854,81.83,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.83,7.33,7.25,7.58,7.25,7.33,10,10,10,0.12,1500,7.25,Green,484
855,81.83,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.33,7.25,7.5,7.5,7.5,10,10,10,0.12,1250,7.42,Green,484
856,81.83,Arabica,Mundo Novo,Brazil,Washed / Wet,2011,7.33,7.67,7.25,7.5,7.5,7.25,10,10,10,0.02,925,7.33,Green,76
857,81.83,Arabica,Caturra,Colombia,Washed / Wet,2011,7.58,7.5,7.17,7.58,7.33,7.33,10,10,10,0.05,1700,7.33,Green,170
859,81.75,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.5,7.25,7.42,7.42,7.33,10,10,10,0.11,1700,7.33,Green,320
862,81.75,Arabica,Caturra,Brazil,Natural / Dry,2013,7.17,7.25,7.17,7.25,7.42,8.25,10,10,10,0.1,1200,7.25,Bluish-Green,76
863,81.75,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.5,7.33,7.42,7.25,7.25,10,10,10,0.13,774,7.5,Green,484
864,81.75,Arabica,Mundo Novo,Mexico,Washed / Wet,2012,7.42,7.5,7.17,7.67,7.33,7.42,10,10,10,0.13,1250,7.25,Green,484
865,81.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.5,7.33,7.58,7.33,7.33,10,10,10,0.11,1100,7.25,Green,484
866,81.75,Arabica,Caturra,Mexico,Washed / Wet,2012,7.33,7.42,7.33,7.67,7.42,7.25,10,10,10,0.12,1550,7.33,Green,484
867,81.75,Arabica,Typica,Mexico,Washed / Wet,2012,7.5,7.42,7.25,7.33,7.67,7.25,10,10,10,0.12,1650,7.33,Green,484
868,81.75,Arabica,Caturra,Colombia,Washed / Wet,2011,7.33,7.42,7.33,7.33,7.5,7.67,10,10,10,0,1750,7.17,Green,170
869,81.75,Arabica,Caturra,Colombia,Washed / Wet,2012,7.42,7.58,6.92,7.08,7.25,8,10,10,10,0.08,1775,7.5,Green,170
870,81.67,Arabica,Bourbon,Brazil,Natural / Dry,2018,7.42,7.5,7.25,7.5,7.5,7.25,10,10,10,0.11,890,7.25,Green,76
871,81.67,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.42,7.33,7.42,10,10,10,0.1,1700,7.58,Green,320
872,81.67,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.33,7.17,7.67,7.33,7.42,10,10,10,0.12,1219.2,7.33,Green,320
873,81.67,Arabica,Catuai,Honduras,Washed / Wet,2016,7.58,7.5,7.33,7.33,7.42,7.25,10,10,10,0.11,1450,7.25,Blue-Green,340
875,81.67,Arabica,Caturra,Nicaragua,Washed / Wet,2012,7.58,7.5,7.25,7.25,7.5,7.25,10,10,10,0.1,1200,7.33,Green,558
876,81.67,Arabica,Caturra,Colombia,Washed / Wet,2016,7.75,7.75,7.75,7.67,5.25,7.83,10,10,10,0,1200,7.67,Green,170
877,81.67,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.25,7.75,6.92,7.42,7.5,7.58,10,10,10,0,1,7.25,Green,76
880,81.67,Arabica,Bourbon,Brazil,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.5,7.42,10,10,10,0.1,1260,7.33,Green,76
881,81.67,Arabica,Others,Indonesia,Semi-washed / Semi-pulped,2013,7.17,7.42,7.33,7.42,7.33,7.42,10,10,10,0.11,1200,7.58,Bluish-Green,360
882,81.67,Arabica,Caturra,Honduras,Natural / Dry,2014,7.5,7.33,7.5,7.5,7.17,7.17,10,10,10,0.1,1400,7.5,Green,340
883,81.67,Arabica,Caturra,Costa Rica,Washed / Wet,2013,7.5,7.17,7.17,7.17,7.5,7.08,10,10,10,0.11,1850,8.08,Green,188
884,81.67,Arabica,Caturra,Mexico,Washed / Wet,2014,7.42,7.42,7.67,8,7.58,7.5,9.33,9.33,10,0,1200,7.42,Green,484
887,81.67,Arabica,Typica,Mexico,Washed / Wet,2013,7.5,7.42,7.08,7.58,7.33,7.33,10,10,10,0.12,1400,7.42,Green,484
888,81.67,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.5,7.67,7.33,7.33,7.33,7.33,10,10,10,0.11,1752.6,7.17,Green,320
889,81.67,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.67,7.58,7.67,7.67,7.58,8.67,10,10,0.13,1650,7.58,Green,484
890,81.67,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.67,7.25,7.17,7.75,7.5,7.25,10,10,10,0.11,1400,7.08,Green,484
891,81.67,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.42,7.33,7.42,7.42,7.42,10,10,10,0.11,1200,7.17,Green,484
892,81.67,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.58,7.25,7.17,10,10,10,0.11,1400,7.42,Green,484
893,81.67,Arabica,Caturra,Mexico,Semi-washed / Semi-pulped,2012,7.75,7.58,7.25,7.17,7.58,7.33,9.33,10,10,0.11,940,7.67,Green,484
895,81.58,Arabica,Others,Honduras,Washed / Wet,2018,7.5,7.42,7.08,7.42,7.5,7.33,10,10,10,0.11,1200,7.33,Blue-Green,340
896,81.58,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.42,7.42,7.08,7.5,7.42,7.33,10,10,10,0.12,190164,7.42,Green,320
898,81.58,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.58,7.42,7.5,7.17,7.08,7.58,10,10,10,0.12,13,7.25,Green,188
900,81.58,Arabica,Others,Malawi,Washed / Wet,2014,7.42,7.42,7.17,7.58,7.33,7.33,10,10,10,0.13,1100,7.33,Green,454
902,81.58,Arabica,Yellow Bourbon,Brazil,Washed / Wet,2014,7.42,7.42,7.33,7.33,7.5,7.25,10,10,10,0.12,1260,7.33,Blue-Green,76
903,81.58,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.17,7.58,7.42,7.5,10,10,10,0.12,1310.64,7.17,Green,320
904,81.58,Arabica,Typica,Mexico,Washed / Wet,2013,7.67,7.5,7.42,7.5,6.75,7.42,10,10,10,0.12,1400,7.33,Green,484
905,81.58,Arabica,Others,Mexico,Natural / Dry,2012,7.33,7.5,7.25,7.5,7.5,7.17,10,10,10,0.11,1600,7.33,Green,484
906,81.58,Arabica,Typica,Mexico,Natural / Dry,2012,7.67,7.58,7.42,7.58,7.58,7.42,10,10,8.67,0.11,1650,7.67,Green,484
907,81.58,Arabica,Caturra,Thailand,Washed / Wet,2011,7.08,7.33,7.58,7.58,7.17,7.5,10,10,10,0.01,1499.9208,7.33,Green,764
908,81.58,Arabica,Caturra,Thailand,Washed / Wet,2011,7.33,7.33,7.17,7.5,7.58,7.33,10,10,10,0.2,1200,7.33,Green,764
909,81.58,Arabica,Caturra,Costa Rica,Washed / Wet,2012,7.25,7.17,7.33,7.33,7.5,7.75,10,10,10,0,1600.2,7.25,Green,188
910,81.50,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.67,7.58,7.17,7.42,7.33,7.42,9.33,10,10,0.1,1219.2,7.58,Green,320
911,81.50,Arabica,Caturra,Nicaragua,Other,2017,7.5,7.42,7.33,7.33,7.25,7.33,10,10,10,0.11,1100,7.33,Green,558
912,81.50,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7.33,7.42,7.17,7.25,10,10,10,0.1,1400,7.33,Green,340
913,81.50,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.5,7.42,7.25,7.25,7.5,7.25,10,10,10,0.12,1200,7.33,Green,320
915,81.50,Arabica,Catuai,Myanmar,Washed / Wet,2015,7.25,7.42,7.25,7.5,7.33,7.33,10,10,10,0,1219.2,7.42,Green,104
916,81.50,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.83,7.33,7.08,7.08,7.33,7.5,10,10,10,0.12,1200,7.33,Green,188
917,81.50,Arabica,Others,Malawi,Washed / Wet,2014,7.67,7.42,6.92,7.5,7.5,7.17,10,10,10,0.12,1599,7.33,Green,454
918,81.50,Arabica,Other,Guatemala,Washed / Wet,2014,7.5,7.42,7.17,7.58,7.25,7.42,10,10,10,0.12,1219.2,7.17,Green,320
920,81.50,Arabica,Yellow Bourbon,Brazil,Semi-washed / Semi-pulped,2014,7.58,7.5,7.5,7.67,7.67,7.83,9.33,9.33,9.33,0,1200,7.75,Green,76
921,81.50,Arabica,Others,Haiti,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.33,10,10,10,0.11,825,7.33,Bluish-Green,332
923,81.50,Arabica,Typica,Mexico,Washed / Wet,2013,7.33,7.33,7.17,7.42,7.5,7.5,10,10,10,0.13,1150,7.25,Green,484
924,81.50,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.42,7.33,7.33,10,10,10,0.12,1600,7.17,Green,484
925,81.50,Arabica,Catuai,Mexico,Washed / Wet,2012,7.42,7.25,7.17,7.42,7.17,8,10,10,10,0.12,1100,7.08,Green,484
926,81.50,Arabica,Typica,Mexico,Semi-washed / Semi-pulped,2012,7.33,7.5,7.33,7.33,7.33,7.42,10,10,10,0.11,1000,7.25,Green,484
927,81.50,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.17,7.25,7.42,10,10,10,0.13,1250,7.5,Green,484
928,81.50,Arabica,Typica,Mexico,Natural / Dry,2012,7.5,7.5,7.25,7.5,7.42,7.58,9.33,10,10,0.11,1100,7.42,Green,484
929,81.50,Arabica,Other,Indonesia,Washed / Wet,2012,7.75,7.17,7.17,7.33,7.58,7.33,10,10,10,0.12,1400,7.17,Green,360
930,81.50,Arabica,Bourbon,Brazil,Semi-washed / Semi-pulped,2012,7.5,7.42,7.17,7.42,7.5,7.33,10,10,10,0.12,125,7.17,Blue-Green,76
931,81.50,Arabica,Bourbon,Guatemala,Washed / Wet,2012,7.33,7.5,7.33,7.42,7.17,7.33,10,10,10,0.11,1200,7.42,Green,320
932,81.50,Arabica,Caturra,Colombia,Washed / Wet,2012,7.42,7.42,7.17,7.42,7.42,7.33,10,10,10,0.06,1450,7.33,Green,170
934,81.42,Arabica,Mundo Novo,Mexico,Washed / Wet,2017,7.58,7.33,7.08,7.33,7.5,7.33,10,10,10,0.12,1100,7.25,Green,484
935,81.42,Arabica,Catuai,Guatemala,Washed / Wet,2016,7.42,7.33,7.08,7.58,7.33,7.25,10,10,10,0.1,1371.6,7.42,Green,320
936,81.42,Arabica,Catuai,Brazil,Natural / Dry,2016,7.33,7.5,7.5,7.33,6.83,7.42,10,10,10,0.11,1100,7.5,Green,76
937,81.42,Arabica,Catuai,Honduras,Washed / Wet,2015,7.5,7.33,7.17,7.25,7.5,7.42,10,10,10,0.12,1400,7.25,Green,340
939,81.42,Arabica,Others,Malawi,Washed / Wet,2014,7.58,7.17,7.33,7.42,7.08,7.42,10,10,10,0.12,1422,7.42,Bluish-Green,454
940,81.42,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.25,7.5,7.42,7.17,7.33,7.33,10,10,10,0,1100,7.42,Green,76
941,81.42,Arabica,Bourbon,Guatemala,Washed / Wet,2014,7.42,7.5,7.17,7.42,7.42,7.42,10,10,10,0.1,1550,7.08,Green,320
942,81.42,Arabica,Typica,Mexico,Washed / Wet,2014,7.67,7.33,7.25,7.17,7.25,7.42,10,10,10,0,1550,7.33,Green,484
943,81.42,Arabica,Caturra,Peru,Washed / Wet,2013,7.42,7.42,7.17,7.33,7.42,7.42,10,10,10,0.1,1200,7.25,Bluish-Green,604
944,81.42,Arabica,Bourbon,Guatemala,Washed / Wet,2013,7.42,7.33,7.25,7.42,7.42,7.5,10,10,10,0.12,1310.64,7.08,Green,320
945,81.42,Arabica,Caturra,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.17,7.25,7.42,10,10,10,0.13,763,7.58,Green,484
946,81.42,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.25,7.25,7.5,7.33,10,10,10,0.13,1100,7.25,Green,484
947,81.42,Arabica,Caturra,Colombia,Natural / Dry,2011,7.5,7.42,7.25,7.17,7.17,7.75,10,10,10,0.11,1750,7.17,Green,170
948,81.42,Arabica,Caturra,Colombia,Washed / Wet,2010,7.75,7.33,7.42,7,7.33,7.25,10,10,10,0.16,1880,7.33,Green,170
950,81.33,Arabica,Caturra,Colombia,Washed / Wet,2016,7.5,7.33,7.33,7.17,7.33,7.42,10,10,10,0,1200,7.25,Green,170
951,81.33,Arabica,Caturra,Honduras,Washed / Wet,2017,7.5,7.5,7,7.17,7.5,7.33,10,10,10,0.11,1500,7.33,Bluish-Green,340
952,81.33,Arabica,Caturra,Mexico,Washed / Wet,2016,7.67,7.42,7,7.42,7.58,7.08,10,10,10,0.12,1130,7.17,Green,484
953,81.33,Arabica,Catuai,Brazil,Natural / Dry,2016,7.25,7.33,7.33,7.33,7.33,7.42,10,10,10,0.11,1100,7.33,Green,76
954,81.33,Arabica,Catuai,Honduras,Washed / Wet,2015,7.58,7.42,7.17,7.42,7.17,7.17,10,10,10,0.09,1350,7.42,Green,340
955,81.33,Arabica,Yellow Bourbon,Brazil,Other,2015,7.17,7.33,7.42,7.25,7.42,7.33,10,10,10,0.12,1200,7.42,Green,76
956,81.33,Arabica,Other,Philippines,Washed / Wet,2014,7.08,7.33,7.42,7.33,7.33,7.5,10,10,10,0.14,1400,7.33,Green,608
957,81.33,Arabica,Others,Malawi,Washed / Wet,2014,7.75,7.33,7.08,7.33,7.33,7.25,10,10,10,0.13,1200,7.25,Green,454
958,81.33,Arabica,Catuai,Honduras,Washed / Wet,2014,7.33,7.33,7.17,7.33,7.5,7.33,10,10,10,0.12,1450,7.33,Green,340
959,81.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.42,7.25,7.33,7.25,7.25,10,10,10,0.13,1800,7.25,Green,484
960,81.33,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.17,7.42,7.58,7.33,10,10,10,0.12,1000,7.25,Green,484
961,81.33,Arabica,Catuai,Brazil,Natural / Dry,2012,7.5,7.58,7.5,7.5,7.75,7.83,9.33,9.33,9.33,0.11,1100,7.58,Green,76
963,81.25,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2016,7.17,7.42,7.17,7.08,6.92,8.17,10,10,10,0,1,7.33,Green,76
964,81.25,Arabica,Catuai,Nicaragua,Washed / Wet,2015,7.08,7.5,7.33,7.17,7.42,7.25,10,10,10,0.1,1100,7.5,Green,558
965,81.25,Arabica,Catuai,Honduras,Washed / Wet,2015,7.42,7.17,7.17,7.5,7.33,7.25,10,10,10,0.12,1400,7.42,Green,340
966,81.25,Arabica,Others,Guatemala,Washed / Wet,2014,7.33,7.42,7.17,7.25,7.42,7.33,10,10,10,0.09,1700,7.33,Bluish-Green,320
969,81.25,Arabica,Caturra,Guatemala,Washed / Wet,2013,7.5,7.33,7.5,7.58,7,7.25,10,10,10,0.11,1524,7.08,Green,320
970,81.25,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.42,7.33,7.33,7.5,7.42,9.33,10,10,0.12,1500,7.5,Green,484
971,81.17,Arabica,Caturra,Nicaragua,Washed / Wet,2016,7.33,7.5,7.17,7.17,7.58,7.17,10,10,10,0.09,1200,7.25,Green,558
973,81.17,Arabica,Caturra,Mexico,Washed / Wet,2015,7.75,7.58,7.08,7.25,7.08,7.25,10,10,10,0.12,1200,7.17,Green,484
974,81.17,Arabica,Caturra,Costa Rica,Washed / Wet,2015,7.5,7.5,7.33,7.17,7.08,7.17,10,10,10,0.11,1300,7.42,Bluish-Green,188
975,81.17,Arabica,Catuai,Honduras,Natural / Dry,2015,7.42,7.33,7,7.42,7.33,7.33,10,10,10,0.13,1450,7.33,Green,340
976,81.17,Arabica,Caturra,Thailand,Washed / Wet,2014,6.83,7.42,7.42,7.17,7.5,7.42,10,10,10,0.12,1450,7.42,Blue-Green,764
977,81.17,Arabica,Typica,Philippines,Natural / Dry,2014,7.25,7.25,7.25,7.08,7.58,7.5,10,10,10,0,1200,7.25,Green,608
979,81.17,Arabica,Caturra,Malawi,Washed / Wet,2014,7.58,7.25,7.33,7.08,7.33,7.33,10,10,10,0.12,995,7.25,Green,454
980,81.17,Arabica,Catuai,Costa Rica,Washed / Wet,2014,7.33,7.08,7.33,7.25,7.33,7.58,10,10,10,0.11,1300,7.25,Green,188
981,81.17,Arabica,Catuai,Brazil,Natural / Dry,2013,7.42,7.42,7.17,7.42,7.33,7.25,10,10,10,0.11,1200,7.17,Green,76
982,81.17,Arabica,Typica,Mexico,Natural / Dry,2012,7.42,7.25,7.08,7.75,7.42,7.17,10,10,10,0.13,1800,7.08,Green,484
983,81.17,Arabica,Caturra,Guatemala,Washed / Wet,2012,7.42,7.25,7.33,7.25,7.25,7.42,10,10,10,0.12,1450,7.25,Green,320
984,81.17,Arabica,Mundo Novo,Brazil,Natural / Dry,2012,7.42,7.33,7.25,7.42,7.5,7.17,10,10,10,0.12,1000,7.08,Green,76
986,81.08,Arabica,Caturra,Ethiopia,Natural / Dry,2016,7.42,7.33,7.17,7.33,7.42,7.17,10,10,10,0.11,1200,7.25,Green,231
987,81.08,Arabica,Mundo Novo,Brazil,Natural / Dry,2016,7.58,7.42,7.5,7.25,7.75,7.58,9.33,10,9.33,0.11,695,7.33,Green,76
988,81.08,Arabica,Other,Nicaragua,Washed / Wet,2015,7.33,7.33,7.33,7.42,7.33,7.33,10,10,10,0.11,1100,7,Green,558
989,81.08,Arabica,Others,United States,Natural / Dry,2014,7.42,7.17,7.33,7.42,7.25,7.33,10,10,10,0,1706.88,7.17,Green,840
991,81.08,Arabica,Caturra,Costa Rica,Washed / Wet,2014,7.42,7.25,7.17,7.25,7.25,7.58,10,10,10,0.13,1500,7.17,Green,188
993,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.25,7.42,7.33,7.33,7.17,7.33,10,10,10,0.13,1650,7.25,Green,484
994,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.33,7.42,7.25,7.42,10,10,10,0.12,1300,7.08,Green,484
995,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.33,7.25,7.42,7.25,7.25,10,10,10,0.11,1642,7.25,Green,484
996,81.08,Arabica,Typica,Mexico,Washed / Wet,2012,7.42,7.33,7.25,7.42,7.17,7.25,10,10,10,0.1,1200,7.25,Green,484
998,81.00,Arabica,Bourbon,Brazil,Pulped natural / honey,2012,7.25,7.25,7.17,7.5,7.33,7.17,10,10,10,0.11,1200,7.33,Green,76
999,81.00,Arabica,Bourbon,El Salvador,Washed / Wet,2017,7.42,7.08,7.08,7.33,7.25,7.58,10,10,10,0,1450,7.25,Green,222
1000,81.00,Arabica,Yellow Bourbon,Brazil,Pulped natural / honey,2017,7.33,7.17,7.17,7.67,7.33,7.17,10,10,10,0.11,1200,7.17,Bluish-Green,76
1001,81.00,Arabica,Bourbon,Guatemala,Washed / Wet,2016,7.42,7.25,7.17,7.5,7.25,7.17,10,10,10,0.09,3280,7.25,Green,320
1002,81.00,Arabica,Caturra,Colombia,Washed / Wet,2016,7.67,7.5,7.42,5.25,7.67,7.75,10,10,10,0,1600,7.75,Green,170
1003,81.00,Arabica,Bourbon,Guatemala,Washed / Wet,2015,7.5,7.25,7,7.25,7.5,7.25,10,10,10,0.11,1219.2,7.25,Green,320
1005,81.00,Arabica,Caturra,Honduras,Natural / Dry,2014,7.42,7.25,7.25,7.33,7.25,7.17,10,10,10,0.12,1350,7.33,Green,340
1006,81.00,Arabica,Mundo Novo,Brazil,Natural / Dry,2014,7.67,7.75,7.83,7.75,7.83,7.75,10,6.67,10,0.12,1200,7.75,Green,76
1008,81.00,Arabica,Others,Uganda,Natural / Dry,2013,7.33,6.92,7.17,7.33,7.42,7.42,10,10,10,0.12,1700,7.42,Green,800
1010,81.00,Arabica,Caturra,Thailand,Washed / Wet,2012,7.33,7.42,7.25,7.42,7.25,7.17,10,10,10,0,800,7.17,Green,764
1011,81.00,Arabica,Other,Mexico,Washed / Wet,2012,7.08,7.33,7.33,7.33,7.42,7.25,10,10,10,0.12,950,7.25,Green,484
1012,81.00,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.67,7.5,7.67,7.58,7.5,8,10,10,0,1100,7.5,Green,484
1014,80.92,Arabica,Bourbon,Guatemala,Washed / Wet,2017,7.67,7.67,7.33,7.58,7.67,7.5,9.33,9.33,9.33,0.1,1901,7.5,Green,320
1015,80.92,Arabica,Others,Kenya,Washed / Wet,2017,7.17,7.58,7.5,7.5,8,7.75,10,10,10,0.11,1600,5.42,Green,404
1016,80.92,Arabica,Bourbon,Mexico,Washed / Wet,2017,7.5,7.33,7.17,7.42,7.5,7.33,9.33,10,10,0.11,1100,7.33,Green,484
1017,80.92,Arabica,Other,Myanmar,Other,2015,7.17,7.42,7,7.58,7.33,7,10,10,10,0,1066.8,7.42,Green,104
1020,80.92,Arabica,Yellow Bourbon,Brazil,Natural / Dry,2015,7.25,7.33,7.25,7.25,7.25,7.33,10,10,10,0.12,1200,7.25,Green,76
1022,80.92,Arabica,Bourbon,Brazil,Natural / Dry,2015,7.17,7.42,7.17,7.25,7.25,7.33,10,10,10,0.1,1100,7.33,Green,76
1023,80.92,Arabica,Caturra,Nicaragua,Washed / Wet,2013,7.33,7.08,7.25,7,7.5,7.42,10,10,10,0.1,1050,7.33,Green,558
1024,80.92,Arabica,Others,Guatemala,Washed / Wet,2014,7.58,7.42,6.92,7.5,7.25,7.17,10,10,10,0.12,1524,7.08,Green,320
1028,80.92,Arabica,Typica,Mexico,Washed / Wet,2012,7.58,7.33,7.08,7.5,7.17,7.25,10,10,10,0.13,1186,7,Green,484
1029,80.92,Arabica,Others,Thailand,Washed / Wet,2012,7.67,7.58,7.33,7.33,7.17,7,10,10,10,0,1200,6.83,Green,764
1031,80.83,Arabica,Caturra,Guatemala,Washed / Wet,2013,7.67,7.25,7.08,7.33,7.17,7.25,10,10,10,0.11,1200,7.08,Green,320
1032,80.83,Arabica,Catuai,Mexico,Semi-washed / Semi-pulped,2012,7.17,7.08,7.25,7.42,7.25,7.33,10,10,10,0.13,1210,7.33,Green,484
1033,80.83,Arabica,Typica,Mexico,Washed / Wet,2012,7.33,7.25,7.33,7.33,7.25,7.17,10,10,10,0.11,1100,7.17,Green,484
1034,80.83,Arabica,Bourbon,Mexico,Washed / Wet,2012,7.5,7.17,7.33,7.25,7.17,7.17,10,10,10,0.13,100,7.25,Green,484
1036,80.83,Arabica,Caturra,Colombia,Washed / Wet,2010,7.33,7.33,7,6.83,7.33,7.67,10,10,10,0.01,1800,7.33,Green,170
1037,80.75,Arabica,Caturra,Brazil,Natural / Dry,2016,7.17,7.25,7.08,7.17,7.25,7.58,10,10,10,0,1200,7.25,Green,76
